state,code,institution,state_full,cares_act,omnibus,amer_rescue_act,total_relief,endowment
CA,03025600,Dell'Arte International School Of Physical Theatre,California,14549,15343,28000,57892,0
IA,02289000,American Hair Academy,Iowa,57867,0,0,57867,0
DC,03218300,University Of The Potomac,District of Columbia,57862,0,0,57862,0
MO,03110900,House Of Heavilin Of Blue Springs,Missouri,57775,0,0,57775,0
IL,02556600,Niles School Of Cosmetology,Illinois,57709,0,0,57709,0
MS,02249900,Delta Beauty College,Mississippi,57587,0,0,57587,0
DE,04130700,Academy Of Massage And Bodywork,Delaware,57444,0,0,57444,0
MS,02251700,Foster'S Cosmetology College,Mississippi,57219,0,0,57219,0
OK,03103800,Southern School Of Beauty,Oklahoma,57017,0,0,57017,0
NY,00272600,General Theological Seminary Of The Episcopal Church (The),New York,10475,16375,30000,56850,0
SC,04158100,Aiken School Of Cosmetology And Barbering,South Carolina,56697,0,0,56697,0
LA,03498400,Omega Institute Of Cosmetology,Louisiana,56616,0,0,56616,0
IA,02306900,Iowa School Of Beauty,Iowa,56508,0,0,56508,0
PA,02270500,Bucks County School Of Beauty Culture,Pennsylvania,55682,0,0,55682,0
FL,04269700,Ur Beauty & Barber Academy,Florida,55477,0,0,55477,0
UT,03110400,Paul Mitchell The School St. George,Utah,55312,0,0,55312,0
FL,04213200,Kaizen Beauty Academy,Florida,55217,0,0,55217,0
TX,04117900,Champion Beauty College,Texas,55136,0,0,55136,0
NM,04271600,"Avenue Academy, A Cosmetology Institute (The)",New Mexico,54745,0,0,54745,0
DE,04250300,Hair Academy School Of Barbering & Beauty,Delaware,54631,0,0,54631,0
GA,04256600,Mak Beauty Institute,Georgia,54557,0,0,54557,0
WA,04252900,International Beauty Education Center,Washington,54461,0,0,54461,0
MA,02092100,Massachusetts School Of Barbering,Massachusetts,54414,0,0,54414,0
TX,04222600,Healthcare Institute (The),Texas,54372,0,0,54372,0
PA,02290400,Altoona Beauty School,Pennsylvania,54362,0,0,54362,0
NE,03821400,Universal College Of Healing Arts,Nebraska,54312,0,0,54312,0
CA,00720400,Modern Beauty Academy - Oxnard,California,54154,0,0,54154,0
IL,02297500,Oehrlein School Of Cosmetology,Illinois,54088,0,0,54088,0
SC,03746300,Legrand Institute Of Cosmetology,South Carolina,54018,0,0,54018,0
AR,02202400,Professional Cosmetology Education Center,Arkansas,53985,0,0,53985,0
WV,02145100,Scott College Of Cosmetology,West Virginia,53972,0,0,53972,0
MN,02097300,Hastings Beauty School,Minnesota,53763,0,0,53763,0
MD,04141600,Omega Studios' School Of Applied Recording Arts & Sciences,Maryland,53482,0,0,53482,0
NY,02314200,Empire Beauty School,New York,53477,0,0,53477,0
NC,04178100,Carolina College Of Hair Design,North Carolina,53472,0,0,53472,0
VA,04038400,Avi Career Training,Virginia,53197,0,0,53197,0
MD,03667300,Faith Theological Seminary,Maryland,53194,0,0,53194,0
CA,03163300,Pacific States University,California,13385,13801,26000,53186,0
CO,03976300,Massage Therapy Institute Of Colorado,Colorado,53176,0,0,53176,0
CA,04137200,Borner'S Barber College,California,53064,0,0,53064,0
MI,03968300,Lakewood School Of Therapeutic Massage,Michigan,52948,0,0,52948,0
OR,01235100,Phagans' School Of Beauty,Oregon,52869,0,0,52869,0
CA,04173400,Santa Ana Beauty Academy,California,52745,0,0,52745,0
IL,03643300,Mr. John'S School Of Cosmetology & Nails,Illinois,52727,0,0,52727,0
MN,04160500,Avalon School Of Cosmetology,Minnesota,52436,0,0,52436,0
NV,04269800,L Makeup Institute,Nevada,52324,0,0,52324,0
SD,01147700,Sanford Medical Center,South Dakota,13385,13736,25000,52121,0
UT,02572700,Evans Hairstyling College,Utah,52053,0,0,52053,0
GA,04021300,Augusta School Of Massage,Georgia,52041,0,0,52041,0
OK,03676300,Family Of Faith Christian University,Oklahoma,6040,16531,29000,51571,0
OH,04277400,Elite Academy Of Hair Design,Ohio,51496,0,0,51496,0
AR,04274100,Arkansas Welding Academy,Arkansas,51346,0,0,51346,0
ME,03612300,Birthwise Midwifery School,Maine,51189,0,0,51189,0
MI,04231800,Princess Beauty School,Michigan,51144,0,0,51144,0
MI,03090000,Sharp'S Academy Of Hairstyling,Michigan,50808,0,0,50808,0
WI,00941900,State College Of Beauty Culture,Wisconsin,50340,0,0,50340,0
KY,04038700,Ideal Beauty Academy,Kentucky,50189,0,0,50189,0
CA,01179200,Franciscan School Of Theology,California,7856,14789,27000,49645,0
TX,04215000,Total Transformation Institute Of Cosmetology,Texas,49523,0,0,49523,0
LA,03027300,Blalock'S Professional Beauty College,Louisiana,48933,0,0,48933,0
FL,04276500,Global Medical & Technical Training Institute,Florida,48533,0,0,48533,0
IN,03538300,Alexandria School Of Scientific Therapeutics,Indiana,48376,0,0,48376,0
LA,04248900,Vh Barber & Styling Academy,Louisiana,48247,0,0,48247,0
CO,04202600,New Dimensions Beauty Academy,Colorado,48218,0,0,48218,0
TX,03111000,Mid Cities Barber College,Texas,48082,0,0,48082,0
CO,04121200,Institute Of Taoist Education And Acupuncture,Colorado,11057,12975,24000,48032,0
WV,04028300,Mountain State School Of Massage,West Virginia,47967,0,0,47967,0
IL,02202600,Cannella School Of Hair Design,Illinois,47966,0,0,47966,0
CT,04148400,Tigi Hairdressing Academy Guilford,Connecticut,47853,0,0,47853,0
NE,03279300,Myotherapy Institute,Nebraska,47524,0,0,47524,0
NH,02245400,Keene Beauty Academy,New Hampshire,47439,0,0,47439,0
SC,04228600,Top Of The Line Barber College,South Carolina,47386,0,0,47386,0
AZ,04148700,American Institute Of Interior Design,Arizona,47278,0,0,47278,0
PA,04215500,Champ'S Barber School,Pennsylvania,47263,0,0,47263,0
TX,04276400,Culinary School Of Fort Worth (The),Texas,47260,0,0,47260,0
TN,03841300,Career Beauty College,Tennessee,47255,0,0,47255,0
CA,04242600,Abco Technology,California,46979,0,0,46979,0
IL,04225300,Creative Touch Cosmetology School,Illinois,46816,0,0,46816,0
VT,04146900,Advanced Welding Institute,Vermont,46587,0,0,46587,0
OH,00966000,Tiffin Academy Of Hair Design,Ohio,46336,0,0,46336,0
IL,02323300,Professionals Choice Hair Design Academy,Illinois,46213,0,0,46213,0
IL,04192000,Curve Metric School Of Hair Design,Illinois,46054,0,0,46054,0
TX,03153300,American College Of Acupuncture & Oriental Medicine,Texas,45939,0,0,45939,0
VA,04214700,Luckes Beauty Academy,Virginia,45259,0,0,45259,0
LA,02338000,Cloyd'S Barber School #2,Louisiana,44745,0,0,44745,0
IL,00893900,Cannella School Of Hair Design,Illinois,44650,0,0,44650,0
MO,03101000,New Dimension School Of Hair Design,Missouri,44577,0,0,44577,0
NC,04129400,Center For Massage & Natural Health,North Carolina,44551,0,0,44551,0
OK,04213600,River Valley Cosmetology Institute,Oklahoma,44407,0,0,44407,0
FL,04182500,Millennia Atlantic University,Florida,44229,0,0,44229,0
TX,03156400,Aoma Graduate School Of Integrative Medicine,Texas,44228,0,0,44228,0
MA,04229200,Jupiter Beauty Academy,Massachusetts,44219,0,0,44219,0
KY,04247700,Regina Webb Academy,Kentucky,44105,0,0,44105,0
TX,00849800,William Edge Institute,Texas,44088,0,0,44088,0
PA,04226300,Divine Crown Barber & Beauty Academy,Pennsylvania,44060,0,0,44060,0
GA,04260000,Institute Of Medical Ultrasound,Georgia,43581,0,0,43581,0
MT,02621300,Academy Of Cosmetology,Montana,43527,0,0,43527,0
OH,04266100,Apex Academy Hair Skin Nails School Of Cosmetology,Ohio,43429,0,0,43429,0
IL,04136900,University Of Aesthetics & Cosmetology,Illinois,43036,0,0,43036,0
CA,04248200,Dehart Technical School,California,42994,0,0,42994,0
IN,04246600,Textures Institute Of Cosmetology,Indiana,42921,0,0,42921,0
AR,03997300,Arkansas Beauty College,Arkansas,42819,0,0,42819,0
AR,04238900,"Beauty School, (The)",Arkansas,42726,0,0,42726,0
PR,03800300,Colegio Técnico De Electricidad Galloza,Puerto Rico,42670,0,0,42670,0
NH,03437300,Upper Valley Educators Institute,New Hampshire,8729,16699,17000,42428,0
PA,04267300,Lehigh Valley Barber School,Pennsylvania,42426,0,0,42426,0
NH,01318900,Continental Academie Of Hair Design,New Hampshire,42043,0,0,42043,0
NJ,04229100,Advantage Career Institute,New Jersey,41609,0,0,41609,0
IL,00456000,Gem City College,Illinois,41594,0,0,41594,0
KY,04239600,Kentucky Horseshoeing School,Kentucky,41510,0,0,41510,0
PA,04236800,Fountain Of Youth Academy Of Cosmetology,Pennsylvania,41507,0,0,41507,0
IL,02332200,Hair Professionals Career College,Illinois,41496,0,0,41496,0
PA,02292700,Lansdale School Of Cosmetology,Pennsylvania,41255,0,0,41255,0
TX,04271700,Salon Professional Academy Of San Antonio (The),Texas,41200,0,0,41200,0
PA,02273400,Reconstructionist Rabbinical College,Pennsylvania,8438,11390,21000,40828,0
PA,01162200,Welder Training & Testing Institute,Pennsylvania,40685,0,0,40685,0
IL,02228100,Steven Papageorge Hair Academy,Illinois,40486,0,0,40486,0
TN,03079100,North Central Institute,Tennessee,40259,0,0,40259,0
VA,00953700,Virginia School Of Hair Design,Virginia,40047,0,0,40047,0
NY,04223300,Alliance Computing Solutions,New York,40031,0,0,40031,0
CA,04253700,Sacramento Ultrasound Institute,California,39829,0,0,39829,0
NY,01167700,Memorial Sloan Kettering Cancer Center,New York,7585,11233,21000,39818,0
OR,04167400,Sage School Of Massage & Esthetics,Oregon,39511,0,0,39511,0
MO,02608000,Neosho Beauty College,Missouri,39487,0,0,39487,0
TX,04236900,K&G 5 Star Barber College,Texas,39446,0,0,39446,0
MI,00894600,Port Huron Cosmetology College,Michigan,39026,0,0,39026,0
MI,04255100,U.S. Truck Driver Training School,Michigan,38918,0,0,38918,0
TX,04274500,Strand Institute Of Beauty & Esthetics (The),Texas,38506,0,0,38506,0
NY,04275100,Anousheh School Of Hair,New York,38286,0,0,38286,0
FL,04263500,American Beauty Schools,Florida,38193,0,0,38193,0
IL,04137000,University Of Aesthetics & Cosmetology (The),Illinois,37971,0,0,37971,0
VA,04275900,Another Level Barbering And Cosmetology School,Virginia,37931,0,0,37931,0
AZ,04268000,Kor Beauty Academy,Arizona,37326,0,0,37326,0
AZ,03617500,Phoenix Institute Of Herbal Medicine & Acupuncture,Arizona,37245,0,0,37245,0
TX,04177900,Buckner Barber School,Texas,37184,0,0,37184,0
FL,04227500,Merryfield School Of Pet Grooming,Florida,37149,0,0,37149,0
TX,02176100,Pipo Academy Of Hair Design,Texas,37076,0,0,37076,0
LA,04268100,Ray J'S College Of Hair,Louisiana,36978,0,0,36978,0
CA,04217400,High Tech High Graduate School Of Education,California,6110,10792,20000,36902,0
AR,03214300,Velvatex College Of Beauty Culture,Arkansas,36831,0,0,36831,0
MD,04168900,Holistic Massage Training Institute,Maryland,36599,0,0,36599,0
ID,04150600,Urban 113 School Of Cosmetology,Idaho,36448,0,0,36448,0
PA,04261300,European Medical School Of Massage,Pennsylvania,36317,0,0,36317,0
PA,03109100,"Workforce Institute'S City College, The",Pennsylvania,17617,18063,0,35680,0
CA,04246200,California Institute Of Medical Science,California,35107,0,0,35107,0
AZ,02113800,Roberto-Venn School Of Luthiery,Arizona,35092,0,0,35092,0
MS,02516200,Wesley Biblical Seminary,Mississippi,4013,11034,20000,35047,0
CA,04234000,San Francisco Film School,California,34950,0,0,34950,0
IN,00163700,Bethany Theological Seminary,Indiana,5547,10344,19000,34891,0
TN,04253100,Allied Health Careers Institute,Tennessee,34679,0,0,34679,0
IA,00959300,La' James International College,Iowa,34528,0,0,34528,0
IN,04232800,John Patrick University Of Health And Applied Sciences,Indiana,34392,0,0,34392,0
MI,04159300,Marketti Academy Of Cosmetology,Michigan,34387,0,0,34387,0
NH,04162200,American Academy Of Health And Beauty,New Hampshire,34010,0,0,34010,0
CO,04093300,Academy Of Natural Therapy,Colorado,33501,0,0,33501,0
UT,04183000,Top Nails & Hair Beauty School,Utah,33446,0,0,33446,0
IA,02274100,La' James International College - Des Moines,Iowa,33414,0,0,33414,0
KY,04240600,Tri-State Barber College,Kentucky,33384,0,0,33384,0
IN,02351300,Knox Beauty College,Indiana,32917,0,0,32917,0
AZ,04177500,Pure Aesthetics Natural Skincare School,Arizona,32907,0,0,32907,0
CO,03686300,Colorado School Of Traditional Chinese Medicine,Colorado,32880,0,0,32880,0
SD,00492900,Avera Mckennan Hospital,South Dakota,6110,9372,17000,32482,0
MA,02137000,Rob Roy Academy,Massachusetts,32113,0,0,32113,0
OK,02556500,Yukon Beauty College,Oklahoma,31965,0,0,31965,0
OH,03051500,Us Grant Joint Vocational School,Ohio,6833,25117,0,31950,0
IL,04167800,Innovations Design Academy,Illinois,31827,0,0,31827,0
AZ,02533200,School Of Architecture At Taliesin (The),Arizona,3492,9577,18000,31069,0
NY,03096200,Charles Stuart School,New York,30844,0,0,30844,0
VA,04156200,Institute Of Advanced Medical Esthetics,Virginia,30626,0,0,30626,0
MO,04247400,Ea La Mar'S Cosmetology & Barber College,Missouri,30499,0,0,30499,0
MO,04249500,Lebanon College Of Cosmetology,Missouri,30034,0,0,30034,0
CA,04236700,Blush School Of Makeup,California,29877,0,0,29877,0
MI,03109700,Cadillac Institute Of Cosmetology,Michigan,29719,0,0,29719,0
NY,03568300,Leon Studio One School Of Beauty Knowledge,New York,29227,0,0,29227,0
WI,04231400,Bella Academy Of Cosmetology,Wisconsin,29101,0,0,29101,0
TX,04267200,Allgood Beauty Institute,Texas,29054,0,0,29054,0
MI,04211200,Brighton Institute Of Cosmetology,Michigan,29053,0,0,29053,0
CO,04080300,Aspen University,Colorado,28984,0,0,28984,0
MA,02339400,Rob Roy Academy,Massachusetts,28869,0,0,28869,0
TN,04223900,Mind Body Institute,Tennessee,28782,0,0,28782,0
VA,02538800,Suffolk Beauty Academy,Virginia,28655,0,0,28655,0
IA,02134500,La' James International College,Iowa,28646,0,0,28646,0
SD,00598700,Avera Sacred Heart Hospital School Of Radiologic Technology,South Dakota,6983,7599,14000,28582,0
VA,00953500,Staunton School Of Cosmetology,Virginia,28378,0,0,28378,0
CO,04139300,National Beauty College,Colorado,28336,0,0,28336,0
TN,04203600,Franklin Hair Academy School Of Cosmetology,Tennessee,28291,0,0,28291,0
AL,03032500,Alabama State College Of Barber Styling,Alabama,28259,0,0,28259,0
MS,04267100,Unlimited Cosmetology School,Mississippi,28162,0,0,28162,0
NH,02247000,New England School Of Hair Design,New Hampshire,27906,0,0,27906,0
ID,04168600,College Of Massage Therapy,Idaho,27849,0,0,27849,0
TN,04258900,Master'S Barber & Styling College,Tennessee,27762,0,0,27762,0
MO,04173900,Evolve Beauty Academy,Missouri,27103,0,0,27103,0
NC,04146400,Daoist Traditions College Of Chinese Medical Arts,North Carolina,27061,0,0,27061,0
WI,04237400,Wright Graduate University For The Realization Of Human Potential,Wisconsin,5238,7786,14000,27024,0
NM,02622000,Southwest Acupuncture College,New Mexico,26770,0,0,26770,0
TN,04246500,Massage Institute Of Memphis (The),Tennessee,26324,0,0,26324,0
SC,02567600,Sumter Beauty College,South Carolina,24772,0,0,24772,0
CT,04224200,Belle Academy Of Cosmetology,Connecticut,24212,0,0,24212,0
WA,03280300,Seattle Institute Of East Asian Medicine,Washington,24151,0,0,24151,0
MA,03859300,Eine Electrology/Esthetics Institute Of Ne,Massachusetts,23996,0,0,23996,0
FL,04252400,Worldclass Academy Of Beauty Careers,Florida,23877,0,0,23877,0
ND,04223500,Lynnes Welding Training,North Dakota,23803,0,0,23803,0
IA,03720300,Carlson College Of Massage Therapy,Iowa,23609,0,0,23609,0
CA,02520200,California Career School,California,23569,0,0,23569,0
MA,02274300,Conway School Of Landscape Design,Massachusetts,6692,5869,11000,23561,0
VA,02111600,Sovah School Of Health Professions,Virginia,23286,0,0,23286,0
CA,00112000,American Baptist Seminary Of The West,California,9311,13958,0,23269,0
NJ,04216500,Rizzieri Institute,New Jersey,23111,0,0,23111,0
LA,04246700,Learning Bridge Career Institute,Louisiana,22916,0,0,22916,0
IA,01300600,La'James International College,Iowa,22241,0,0,22241,0
FL,04249400,Center For Neurosomatic Studies,Florida,21825,0,0,21825,0
MN,03833300,American Academy Of Traditional Chinese Medicine,Minnesota,21532,0,0,21532,0
PR,03638300,Rosslyn Training Academy Of Cosmetology,Puerto Rico,21345,0,0,21345,0
PA,00337500,Theological Seminary Reformed Episcopal Church,Pennsylvania,4074,6200,11000,21274,0
TX,04248000,"Recording Conservatory Of Austin, (The)",Texas,20622,0,0,20622,0
CA,04185500,Beverly Hills Design Institute,California,20598,0,0,20598,0
PA,00335800,Reformed Presbyterian Theological Seminary,Pennsylvania,20401,0,0,20401,0
NJ,03811300,Eastern School Of Acupuncture And Traditional Medicine,New Jersey,19495,0,0,19495,0
MA,02337400,Bancroft School Of Massage Therapy,Massachusetts,19166,0,0,19166,0
CA,02120600,Saybrook University,California,3469,5623,10000,19092,0
IL,01069500,Tri County Beauty Academy,Illinois,18823,0,0,18823,0
OH,02239800,Pioneer Career And Technology Center: A Vocational School District,Ohio,2969,5671,10000,18640,0
PA,04118000,Byzantine Catholic Seminary Of Saints Cyril And Methodius,Pennsylvania,3022,5585,10000,18607,0
VA,03966300,Virginia Beach Theological Seminary,Virginia,3070,5421,10000,18491,0
TX,03110800,Bakke Graduate University,Texas,2662,5600,10000,18262,0
IN,01015100,Vincennes Beauty College,Indiana,18044,0,0,18044,0
NY,03433500,Lia Schorr Institute Of Cosmetic Skin Care Training,New York,16952,0,0,16952,0
NY,04273200,Berkowits School Of Electrolysis,New York,16632,0,0,16632,0
TX,04219700,Gemini School Of Visual Arts & Communication,Texas,16326,0,0,16326,0
CA,02267600,Sofia University,California,16303,0,0,16303,0
NH,03729300,New Hampshire Institute For Therapeutic Arts,New Hampshire,16274,0,0,16274,0
IA,00842400,La' James International College,Iowa,15386,0,0,15386,0
FL,04276800,Kck Beauty & Barber Academy,Florida,15023,0,0,15023,0
NJ,04234400,American Institute Of Alternative Medicine,New Jersey,14814,0,0,14814,0
HI,03735300,Institute Of Clinical Acupuncture And Oriental Medicine,Hawaii,14549,0,0,14549,0
CO,04125100,Montessori Casa International,Colorado,3492,4016,7000,14508,0
IN,04258200,Christina And Company Education Center,Indiana,14023,0,0,14023,0
WI,04219300,East-West Healing Arts Institute,Wisconsin,13994,0,0,13994,0
FL,04162000,Jose Maria Vargas University,Florida,13814,0,0,13814,0
CA,04271100,Meridian University,California,13758,0,0,13758,0
NY,03665400,Christie'S Education,New York,13385,0,0,13385,0
CA,04005300,United States University,California,12982,0,0,12982,0
FL,04233200,Unilatina International College,Florida,11930,0,0,11930,0
